Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh),KARAPINAR_Windy Estimated Cloudiness Rate (%),KARAPINAR_Windy Final (%),KARAPINAR_Final Production (MWh),KARAPINAR_KGUP (MWh),KARAPINAR_Actual KGUP (MWh),KIVANC_Windy Estimated Cloudiness Rate (%),KIVANC_Windy Final (%),KIVANC_Final Production (MWh),KIVANC_KGUP (MWh),KIVANC_Actual KGUP (MWh),TEKSIN_Windy Estimated Cloudiness Rate (%),TEKSIN_Windy Final (%),TEKSIN_Final Production (MWh),TEKSIN_KGUP (MWh),TEKSIN_Actual KGUP (MWh),CINGILLI_Windy Estimated Cloudiness Rate (%),CINGILLI_Windy Final (%),CINGILLI_Final Production (MWh),CINGILLI_KGUP (MWh),CINGILLI_Actual KGUP (MWh),BUYUKALAN_Windy Estimated Cloudiness Rate (%),BUYUKALAN_Windy Final (%),BUYUKALAN_Final Production (MWh),BUYUKALAN_KGUP (MWh),BUYUKALAN_Actual KGUP (MWh),Balikesir_Windy Estimated Wind Rate (m/s),Balikesir_Windy Final (m/s),Balikesir_Final Production (MWh),Balikesir_KGUP (MWh),Balikesir_Actual KGUP (MWh),Gokcedag_Windy Estimated Wind Rate (m/s),Gokcedag_Windy Final (m/s),Gokcedag_Final Production (MWh),Gokcedag_KGUP (MWh),Gokcedag_Actual KGUP (MWh),Dinar_Windy Estimated Wind Rate (m/s),Dinar_Windy Final (m/s),Dinar_Final Production (MWh),Dinar_KGUP (MWh),Dinar_Actual KGUP (MWh),Ucpinar_Windy Estimated Wind Rate (m/s),Ucpinar_Windy Final (m/s),Ucpinar_Final Production (MWh),Ucpinar_KGUP (MWh),Ucpinar_Actual KGUP (MWh),Geycek_Windy Estimated Wind Rate (m/s),Geycek_Windy Final (m/s),Geycek_Final Production (MWh),Geycek_KGUP (MWh),Geycek_Actual KGUP (MWh),TALEP_Yuk Tahmin Plani (MWh)
11/05/2021 06:00,29232.00,27524.40,279.99,20768.80,20768.70,24610.75,279.99,88.82,0.00,0.00,12.32,477.98,0.00,0.00,285.10,0,0,46.5,45.5,45.5,0,0,15.13,1,1,0,0,1.29,1.2,1.2,0,0,1.05,1.5,1.5,0,0,0,5.7,5.7,2,2,45,61.8,61.8,1,0,15,6,10.69,2,2,46.5,61.5,61.5,5,5,80.19,79.3,57.8,3,2,11,14.9,14.9,29232.00
11/05/2021 07:00,31055.00,27762.90,288.91,21778.30,21778.30,24813.03,288.91,102.50,0.00,0.00,0.00,30.30,0.00,0.00,0.00,0,0,146.4,149.2,149.2,0,0,15.13,13,13,0,0,8.21,7,7,0,0,6.65,7.3,7.3,0,0,0.03,8.6,8.6,2,2,35,53.1,53.1,1,0,5,4,12.9,2,2,46.8,57.1,57.1,6,5,79.16,80.7,68.4,2,2,6,6.2,3,31055.00
11/05/2021 08:00,35834.00,29238.10,350.01,23888.50,23888.50,27025.35,325.96,0.00,0.00,0.00,0.00,487.60,0.00,0.00,51.31,0,0,191.11,195,195,0,0,15.13,15.55,15.55,0,0,18.24,16.8,16.8,0,0,14.96,15.4,15.4,0,0,0.07,10.8,10.8,3,2,43,56.4,56.4,1,0,1,3,14.2,2,2,49.7,45.4,45.4,6,6,69.06,80.8,75.5,2,2,1.5,3,1.91,35834.00
11/05/2021 09:00,38382.00,31089.20,340.18,23914.50,23914.50,27786.72,340.18,283.67,0.00,0.00,231.50,0.00,0.00,0.00,0.00,0,0,193.37,195,195,0,0,15.13,15.55,15.55,0,0,26.47,25.3,25.5,0,0,21.92,21.7,21.7,0,0,0.11,12,12,3,3,59,70.8,67,1,0,0,2,6.66,2,2,58,39.4,39.4,6,6,51.81,71.9,65.1,2,2,0,2.3,1.49,38382.00
11/05/2021 10:00,39508.00,31509.80,300.01,24372.90,24372.90,28029.86,310.01,119.00,0.00,0.00,70.30,0.00,0.00,0.00,0.00,0,0,192.74,195,195,0,0,15.13,15.55,15.55,0,0,32.22,30.11,31.31,0,0,26.08,24.6,24.67,0,0,0.15,12.5,12.5,4,4,88,86.2,78,1,0,0,3,3.59,2,2,32,38.3,50,7,6,40.66,68.1,57.6,2,2,0,2.4,1.2,39508.00
11/05/2021 11:00,40223.00,31860.80,340.33,24786.10,24786.10,28448.80,340.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,197.14,195,195,0,0,15.13,15.55,15.55,0,0,33.09,30.11,30.31,0,0,28,25.5,25.5,0,0,0.18,12.5,12.5,4,4,99,103.7,96,1,0,0,8,2.52,1,2,16,33.6,33.6,7,6,53.31,67.2,55.2,1,1,0,2.5,1,40223.00
11/05/2021 12:00,39235.00,31876.20,270.99,24319.10,24319.00,28066.20,270.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,196.03,195,195,0,0,15.13,15.55,15.55,0,0,33.09,30.11,30.11,0,0,28,25.5,25.5,0,0,0.18,12.4,12.4,4,4,118,118,118,1,1,5,17,9.65,1,1,16,24.9,24.9,7,6,53.16,64.9,52.5,1,1,0,2.3,1.11,39235.00
11/05/2021 13:00,39628.00,32072.40,288.70,24798.10,24798.20,28818.96,288.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,194.81,195,195,0,0,15.13,15.55,15.55,0,0,33.08,30.11,30.11,0,0,27.74,25.2,25.2,0,0,0.18,11.7,11.7,6,4,131,126.4,126.4,1,1,12,30,22.98,1,1,6,15.6,15.6,7,6,54.84,65.6,57.6,1,1,2,2.8,1.05,39628.00
11/05/2021 14:00,40280.00,32337.50,341.62,24930.70,24930.70,29574.99,341.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,196.4,195,195,0,0,15.13,15.55,15.55,0,0,32.9,30.11,30.41,0,0,26,24.3,24.3,5,0,0.15,10.7,10.7,6,6,133,131.3,131.3,2,3,35,42,36.3,1,1,4,9.9,9.9,7,7,42.53,65.5,58.3,1,1,2,3.4,1.4,40280.00
11/05/2021 15:00,39750.00,32333.20,342.54,24591.60,24591.50,29889.43,342.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,195.12,195,195,0,0,15.13,15.55,15.55,0,0,28.78,25.8,26.1,0,0,22.98,21.9,21.9,5,0,0.15,9.2,9.2,6,6,139,134.2,134.2,2,3,50,52,44.01,1,1,5,8,8,7,7,45.5,66.8,61.3,1,1,0,3.6,3.3,39750.00
11/05/2021 16:00,38959.00,32203.40,343.31,24189.20,24189.30,30285.90,343.31,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0,0,192.17,195,195,0,0,15.13,15.55,15.55,0,0,21.49,18.5,18.7,0,0,17.99,17.3,17.3,5,0,0.11,7.2,7.2,6,6,139,136,136,3,2,48,58,47.12,1,1,3.9,9.1,9.1,7,7,58.41,67.3,53.5,1,1,0,4.1,2.4,38959.00
11/05/2021 17:00,37908.00,32128.20,350.63,23582.70,23582.60,30926.23,350.63,48.83,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0,0,164.53,195,195,0,0,5.82,15.55,15.55,0,0,12.2,10.4,10.7,0,0,10.43,10.4,10.7,17,0,0.03,5,5,5,6,132,136.3,136.3,3,2,42,61,44,1,1,3.76,12.3,5.3,7,7,54,67.1,56.7,1,0,0,5.9,3.31,37908.00
11/05/2021 18:00,37453.00,32257.60,360.00,23188.70,23188.70,31764.09,360.00,158.93,0.00,0.00,35.42,0.00,0.00,0.00,0.00,0,0,66.5,81.2,81.2,0,0,0.34,5,5,0,0,3.28,3.3,3.3,0,0,3.02,3.5,3.5,17,1,0.03,2.3,2.3,5,2,142,134.8,134.8,3,2,60,60,46.62,1,1,5.87,16.9,4.9,7,6,51.59,66.9,57.7,1,1,0,11.9,6.66,37453.00
11/05/2021 19:00,38041.00,32939.10,370.35,23170.80,23170.80,32650.19,434.05,1384.57,0.00,0.00,325.16,0.00,0.00,0.00,0.00,0,0,7.43,10.7,10.7,4,0,0,0.3,0.3,0,0,0.34,0.5,0.5,0,0,0.3,0.3,0.24,17,1,0,0,0,5,5,141,131.7,131.7,3,3,65,57,44.14,1,1,16.87,27.3,6,6,6,63.38,68.4,54.6,1,1,17,23.1,17.6,38041.00
11/05/2021 20:00,37557.00,32987.90,367.19,23183.90,23184.00,32412.82,427.19,1216.00,0.00,0.00,259.89,0.00,0.00,0.00,0.00,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,5,3,131,125.1,125.1,1,1,71,56,38.7,1,1,18.45,38.7,13.8,6,5,74.75,69.6,56.1,2,2,39,28,22.7,37557.00
11/05/2021 21:00,37903.00,32821.10,374.05,23520.50,23520.60,32636.30,437.75,1128.00,0.00,0.00,183.89,14.67,0.00,0.00,0.00,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,3,3,121,113.8,113.8,1,1,58,56,47.12,1,1,13.4,41.9,19,5,5,79.31,72.1,74.4,2,2,21,22.3,17.3,37903.00
11/05/2021 22:00,37293.00,32259.40,369.21,22969.40,22969.40,31964.61,429.21,1171.00,0.00,0.00,196.49,50.08,0.00,0.00,0.00,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,3,2,110,96.8,96.8,1,1,34,56,50,1,1,2.44,35.8,21,5,5,75.97,71.3,74.9,2,2,17,16.4,18.9,37293.00
11/05/2021 23:00,36081.00,31627.10,364.21,22401.20,22401.30,31002.24,424.21,1150.00,0.00,0.00,250.12,0.00,0.00,0.00,0.00,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,2,58,75.6,75.6,1,1,18,53,54.59,1,1,1.22,35.7,5.7,5,5,68.31,66,71.1,2,1,13,13,16,36081.00
12/05/2021 00:00,29118.00,31904.50,361.71,22110.80,22110.90,28739.19,436.70,1296.63,0.00,0.00,156.38,0.00,0.00,0.00,0.00,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,52.3,52.3,1,1,16,51,45.6,1,1,0.52,30.3,30.3,5,3,61.06,59.3,66.5,1,2,11,59.3,7.63,29118.00
12/05/2021 01:00,28574.00,27670.80,365.83,23313.80,23313.80,27436.69,440.80,1308.00,0.00,0.00,136.39,56.92,0.00,0.00,1.23,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,35.3,35.3,1,1,24,46,25.1,1,1,0.46,22.8,0.8,5,3,57.56,55.3,59.5,1,2,6.2,55.3,3.63,28574.00
12/05/2021 02:00,28266.00,27458.20,364.35,23010.10,23010.00,26963.40,439.35,1503.17,0.00,0.00,151.08,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,21.6,21.6,1,1,33,37,13.5,1,1,0.92,15.4,15.4,3,3,48.47,50.7,55.2,2,2,1.55,50.7,2.2,28266.00
12/05/2021 03:00,27833.00,27359.80,364.48,22299.50,22299.50,26384.08,464.00,1855.95,0.00,0.00,173.71,12.92,0.00,0.00,0.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13.8,13.8,1,1,30,20,9.52,1,1,0.25,9.3,0.4,3,3,50.22,51.1,51.6,2,2,0,51.1,1.4,27833.00
12/05/2021 04:00,27380.00,27004.70,355.39,21491.30,21491.40,25189.69,455.00,1848.00,0.00,0.00,156.43,87.70,0.00,0.00,0.00,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.8,9.8,1,1,20,7,12.7,1,1,0,6.5,0.3,3,3,49.88,50.1,47.5,1,2,3.61,50.1,1.5,27380.00
12/05/2021 05:00,26330.00,26659.00,351.36,20086.80,20086.90,23457.29,429.00,1529.25,0.00,0.00,172.26,167.20,0.00,0.00,0.00,0,0,0.86,1.5,1.5,0,0,0.75,0,0,0,0,0.06,0,0,0,0,0.03,0,0,0,0,0,0,2.1,0,0,1,6.1,6.1,1,1,9,4,16.4,1,1,0,4.9,0.2,3,3,42.28,48.5,47.5,1,2,4.64,48.5,1.2,26330.00
12/05/2021 06:00,25686.00,26236.10,345.14,19406.70,19406.70,21780.77,415.14,919.05,0.00,0.00,152.56,0.00,0.00,0.00,0.00,0,0,44.89,48.1,48.1,0,0,12.94,1,1,0,0,1.32,1.3,1.3,0,0,1.02,1.5,1.5,0,0,0,0,5.8,0,0,0,3.5,3.5,1,1,2,2,12.98,1,1,0,5.1,0,3,3,24.91,45.7,48.9,1,2,9.4,45.7,2.2,25686.00
12/05/2021 07:00,27273.00,26215.80,297.26,19629.20,19629.20,21817.18,337.26,551.95,0.00,0.00,99.27,0.00,0.00,0.00,0.00,0,0,144.49,153.8,153.8,0,0,15.13,15.55,15.55,0,0,7.94,7,7,0,0,6.57,7.3,7.3,0,0,0.03,0,8.7,1,0,0,1.5,1.5,1,1,0,1,7.3,1,1,0.31,5.4,0,3,3,18.44,38.4,40.9,1,2,7.8,38.4,1.4,27273.00
12/05/2021 08:00,30248.00,27348.90,300.00,20292.20,20292.20,21946.42,313.00,88.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0,0,194.91,195,195,0,0,15.13,15.55,15.55,0,0,17.59,16.7,16.7,0,0,14.7,15.4,15.4,0,0,0.07,0.1,10.9,1,1,0,1,1,1,1,0,1,2.5,1,1,0.77,4.4,0.4,4,3,10.63,26.4,19.5,1,2,6.8,26.4,1.8,30248.00
12/05/2021 09:00,31690.00,28934.00,250.01,21101.00,21101.00,22311.51,250.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,198.62,198,198,0,0,15.13,15.55,15.55,0,0,25.66,24.8,25.1,0,0,21.05,21.6,21.6,0,0,0.11,0.1,12.1,1,1,0,1.6,1.6,1,1,0,1,1,1,1,6.9,5.9,0.9,4,4,2.87,12,6.8,1,2,5.6,12,3.1,31690.00
12/05/2021 10:00,32379.00,29388.50,271.00,21866.20,21866.20,22787.29,271.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,196.9,198,198,0,0,15.13,15.55,15.55,0,0,31.02,30.11,31.21,0,0,25.02,24.5,24.58,0,0,0.15,0.2,12.5,1,1,0,2.2,2.2,1,1,0,1,0.7,1,1,8.96,10.6,10.6,4,4,0,6.1,3.7,3,2,20.4,6.1,9.4,32379.00
12/05/2021 11:00,32850.00,29751.20,341.03,22660.30,22660.40,22768.66,341.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,197.73,198,198,0,0,15.13,15.55,15.55,0,0,33.06,30.11,30.61,0,0,25.81,25,25.4,1,0,0.18,0.2,12.4,1,1,0,2.6,2.6,1,2,0,2,2.59,2,2,13,17.7,9.7,4,4,0,3.8,3.6,3,2,17,3.8,16.91,32850.00
12/05/2021 12:00,32865.00,29858.70,299.99,22546.60,22546.70,22649.55,323.86,175.00,0.00,0.00,65.64,0.00,0.00,0.00,0.00,0,0,197.71,198,198,0,0,15.13,15.55,15.55,0,0,33.08,30.11,30.11,0,0,26.34,24.9,25.26,1,0,0.18,0.2,12.2,1,2,0,3.1,3.1,1,2,1,9,9.15,2,2,37,25.7,20,5,4,0.13,2.2,1.7,3,2,35,2.2,25.6,32865.00
12/05/2021 13:00,33117.00,30144.30,300.01,22713.70,22713.80,22891.77,348.01,331.05,0.00,0.00,101.48,0.00,0.00,0.00,0.00,0,0,196.15,198,198,0,0,15.13,15.55,15.55,0,0,33.08,30.11,30.21,0,0,26.08,24.7,25,1,0,0.18,0.2,11.4,2,2,0,3.7,3.7,1,2,9,17,18.36,2,2,55,31.9,31.9,3,4,0.16,1.3,0.5,4,2,35,1.3,30.08,33117.00
12/05/2021 14:00,33328.00,30205.30,343.04,22921.00,22921.00,23694.47,392.23,502.62,0.00,0.00,103.39,52.53,0.00,0.00,5.27,2,0,194.35,198,198,2,2,15.13,15.55,15.55,0,0,32.37,30.11,30.31,0,0,24.38,23.8,24.1,10,17,0.15,0.2,10.2,2,2,2,4.6,4.6,2,2,23,26,28.47,2,3,48,36.7,46.7,3,4,0.38,0.9,0.9,4,3,53,0.9,36.76,33328.00
12/05/2021 15:00,33282.00,30134.50,342.54,22688.20,22688.20,24445.73,327.54,0.00,0.00,0.00,0.00,416.67,0.00,0.00,77.31,2,0,180.55,198,198,2,2,15.13,15.55,15.55,0,0,27.84,24.9,25.4,0,0,22.26,21.4,21.6,10,17,0.15,0.1,8.7,2,2,7,6,6,2,2,25,34,34,3,3,45,45.5,55.5,3,4,0.78,0.7,1.3,4,3,61,0.7,48.2,33282.00
12/05/2021 16:00,33210.00,30082.30,346.72,22369.20,22369.10,25111.57,316.72,50.57,0.00,0.00,2.00,675.00,0.00,0.00,148.50,2,0,108.33,198,198,2,2,15.13,15.55,15.55,0,0,20.82,17.9,18.3,0,0,17.19,16.7,16.7,10,17,0.07,0.1,6.7,2,2,6,7.3,7.3,2,2,37,45,45,3,3,51,59.3,59.3,3,4,0.94,0.6,1.5,4,3,48,0.6,43.6,33210.00
12/05/2021 17:00,33002.00,30173.00,356.10,22285.90,22285.90,26193.92,346.10,362.97,0.00,0.00,0.00,741.00,0.00,0.00,124.36,29,14,88.74,180.6,180.6,5,1,6.86,15.55,15.55,14,5,11.73,10.4,10.5,4,0,10.09,9.8,9.8,1,4,0.07,0.1,4.7,2,2,23,10.1,10.1,3,3,39,51,51,3,2,84,69.2,51.2,3,4,0.09,0.5,1.7,4,2,30,0.5,26.4,33002.00
12/05/2021 18:00,32844.00,30352.80,375.46,22513.70,22513.70,27857.53,370.76,118.70,0.00,0.00,4.00,265.10,0.00,0.00,15.50,29,14,44.54,73.5,73.5,5,1,0.44,5.5,5.5,14,5,3.19,3.3,3.4,4,0,2.98,3.3,3.37,1,4,0.03,0,2.3,2,2,29,14.8,14.8,3,3,36,57,45.84,3,3,106,70,70,3,4,0,0.6,1.5,1,2,4.3,0.6,16.2,32844.00
12/05/2021 19:00,32886.00,30960.80,450.00,22801.10,22800.90,29096.42,450.00,296.03,0.00,0.00,45.47,0.00,0.00,0.00,0.00,29,0,6.48,10.1,10.1,5,0,0,0.4,0.4,14,1,0.36,0.5,0.6,4,0,0.22,0.3,0.3,1,1,0,0,0,2,1,35,20.2,20.2,3,1,45,63,47.6,3,2,125,65.4,80.4,3,3,0,0.7,1.7,2,2,0,0.7,7.5,32886.00
12/05/2021 20:00,32677.00,31120.40,450.00,22407.90,22407.80,29053.00,510.00,967.92,0.00,0.00,168.85,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,6,0,0,0,0,4,0,0,0,2,1,23,17.7,17.7,1,1,62,63,53.3,3,2,94,57.5,117.5,2,3,0.41,1.9,4.8,2,2,0.09,1.9,4,32677.00
12/05/2021 21:00,32694.00,31096.60,449.99,22444.60,22444.50,28885.35,504.99,908.60,0.00,0.00,160.11,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,6,0,0,0,0,4,0,0,0,2,1,9,9.2,9.2,1,1,72,60,45.4,2,2,61,44.5,107,2,3,2.25,7.7,7.7,2,2,4.31,7.7,11.3,32694.00
12/05/2021 22:00,32455.00,30653.60,375.01,21810.70,21810.70,27859.98,450.01,1562.13,0.00,0.00,197.74,91.40,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,6,0,0,0,0,4,0,0,0,1,1,1,5,5,1,1,48,58,41.1,2,2,65,36.6,58,2,3,2.12,12.3,5.6,3,2,9,12.3,36.4,32455.00
12/05/2021 23:00,32033.00,30225.90,362.17,21087.40,21087.40,26736.58,437.17,1403.50,0.00,0.00,224.18,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,0,1,0,0,6,6,1,1,41,53,45,2,2,3,30,60,2,3,13.94,16.8,7.9,3,3,17.3,16.8,63,32033.00
13/05/2021 00:00,28429.00,30915.20,364.05,19866.80,19866.80,25265.14,433.05,1219.20,0.00,0.00,229.04,89.82,0.00,0.00,6.05,0,18,0,0,0,0,19,0,0,0,0,18,0,0,0,0,14,0,0,0,27,0,0,0,0,0,1,0,2.4,2.4,1,0,46,43,45,2,1,0,22.6,22.6,3,1,20.16,12.5,11.3,3,3,52,73.7,67.52,28429.00
13/05/2021 01:00,27948.00,26632.30,363.77,20863.50,20863.50,23651.07,423.77,1392.00,0.00,0.00,364.74,172.73,0.00,0.00,2.00,0,18,0,0,0,0,19,0,0,0,0,18,0,0,0,0,14,0,0,0,27,0,0,0,0,0,1,4,7.2,7.2,1,0,48,44,47.6,1,2,5,17.4,0.2,3,1,19.59,19.1,11.4,3,3,48,75.2,62.4,27948.00
13/05/2021 02:00,27790.00,26548.30,356.77,19877.70,19877.70,22447.01,404.77,1172.23,0.00,0.00,431.51,36.65,0.00,0.00,0.00,0,18,0,0,0,0,19,0,0,0,0,18,0,0,0,0,14,0,0,0,4,0,0,0,0,1,1,15,13.1,13.1,1,0,53,42,41.1,1,2,6,16,6.2,0,1,24.53,16.4,9.1,2,3,66,85.7,70.8,27790.00
13/05/2021 03:00,27502.00,26297.50,348.84,19078.00,19078.00,21507.83,350.01,1127.57,0.00,0.00,602.32,0.00,0.00,0.00,0.00,0,18,0,0,0,0,19,0,0,0,0,18,0,0,0,0,14,0,0,0,4,0,0,0,0,1,1,10,17.5,17.5,0,0,48,36,39.6,1,2,0,16.1,6.1,0,1,30.87,15.9,8.6,2,3,97,90.5,80.7,27502.00
13/05/2021 04:00,27323.00,26109.90,345.89,18721.10,18721.10,21145.13,374.89,213.74,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0,18,0,0,0,0,19,0.93,0,0,0,18,0,0,0,0,14,0,0,0,4,0,0,0,0,1,1,12,16.8,16.8,0,0,42,27,37.5,1,2,6,18,18,0,1,40.31,12.7,12.7,2,3,57,95.1,86.1,27323.00
13/05/2021 05:00,26366.00,25794.60,342.04,18028.90,18029.00,20448.02,318.27,0.00,0.00,0.00,0.00,212.40,0.00,0.00,41.56,13,18,0.93,1,1,15,19,0.33,0,0,8,18,0.07,0.1,0.1,11,14,0.03,0,0,0,0,0,2,2,1,1,15,13.6,13.6,0,0,35,18,33.3,1,2,22,19.7,2,1,1,36.66,8.8,24.8,2,3,54,95.6,76.9,26366.00
13/05/2021 06:00,25113.00,25749.60,272.12,17625.40,17625.40,19277.05,294.57,305.83,0.00,0.00,48.63,138.22,0.00,0.00,43.70,13,18,37.23,46,46,15,19,15.13,1,1,8,18,1.82,1.4,1.3,11,14,1.32,1.5,1.5,0,0,0,5.7,5.7,1,1,13,11.5,11.5,0,0,23,13,24.7,1,2,42,22.7,22.7,1,1,27.09,8.7,27.2,2,3,55,82.3,74.9,25113.00
13/05/2021 07:00,25431.00,26183.30,285.00,17811.10,17811.00,19085.53,285.00,395.07,0.00,0.00,11.00,461.10,0.00,0.00,46.01,13,18,108.28,148,148,15,19,15.13,15.55,15.55,8,18,8.32,6.8,6.9,11,14,6.38,6.8,6.65,0,0,0,8.5,8.5,1,1,13,9.6,9.6,0,0,12,10,18.68,1,2,45,24,24,1,1,19.28,6.4,29.8,2,3,29,58.7,39,25431.00
13/05/2021 08:00,27647.00,27197.30,300.01,17873.60,17873.60,18928.52,276.14,0.00,0.00,0.00,0.00,369.95,0.00,0.00,50.34,13,3,148.01,195,195,23,19,15.13,15.55,15.55,6,1,17.6,16.1,16.4,16,17,14.51,13.7,13.5,0,0,0.07,10.6,10.6,1,1,8,6.8,6.8,0,0,8,9,11.87,2,3,43,22.7,33.7,0,1,8.66,4,18.6,2,3,30,39.7,24.4,27647.00
13/05/2021 09:00,28728.00,28717.70,200.01,19191.30,19191.40,19235.90,200.01,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,13,3,198.16,198.9,198.9,23,20,15.13,15.55,15.55,6,1,25.32,24.4,25.2,16,17,20.52,19.5,19.3,0,0,0.11,11.7,11.7,1,1,8,6,6,0,0,0,7,7.85,2,3,40,29.4,50,0,1,19.2,2.8,9.9,2,3,42,31,21.03,28728.00
13/05/2021 10:00,29043.00,29403.00,178.61,19739.70,19739.70,19470.23,168.61,0.00,0.00,0.00,0.00,471.08,0.00,0.00,20.88,10,3,197.3,198.9,198.9,23,20,15.13,15.55,15.55,6,1,30.96,30.11,31.61,16,17,23.81,23.4,23.49,0,0,0.15,12.1,12.1,1,1,9,10.3,10.3,0,0,0,6,6.8,2,3,49,42.4,42.4,0,1,20.75,3.9,10.5,2,3,27,27.1,22.98,29043.00
13/05/2021 11:00,29431.00,29830.70,180.00,20118.20,20118.20,19896.11,5.00,0.00,0.00,0.00,0.00,1123.97,0.00,0.00,32.99,0,0,197.73,198.9,198.9,0,0,15.13,15.55,15.55,0,0,33.08,30.11,30.61,16,0,24.64,24.9,25.05,0,12,0.18,11.9,11.9,1,3,13,23,23,2,1,5,10,7.8,4,4,67,52.9,40,2,2,32.84,5.6,16.6,3,3,16,24.1,24.1,29431.00
13/05/2021 12:00,28720.00,30070.20,173.78,20251.70,20251.70,19939.02,0.00,0.00,0.00,0.00,0.00,1312.00,0.00,0.00,77.26,0,0,198,198.9,198.9,0,0,15.13,15.55,15.55,0,0,33.09,30.11,30.11,0,0,25.43,24.9,25.05,12,12,0.18,11.7,11.7,4,3,34,46.3,46.3,2,1,15,20,13.65,4,4,96,66.1,66.1,2,2,29.19,9.3,26.2,3,3,17.5,23.5,21.81,28720.00
13/05/2021 13:00,29070.00,30201.50,180.00,20507.80,20507.80,20349.67,0.00,0.00,0.00,0.00,0.00,2075.65,0.00,0.00,56.42,0,0,196.94,198.9,198.9,0,0,15.13,15.55,15.55,0,0,33.06,30.11,30.21,0,0,24.79,24.7,24.63,12,12,0.18,10.9,10.9,4,3,42,67.7,67.7,2,1,24,36,26.89,4,4,113,77.3,92.3,2,2,33.72,14.3,31.5,3,3,21.5,25,22.14,29070.00
13/05/2021 14:00,29687.00,30233.20,198.32,20590.00,20590.00,20798.63,0.00,0.00,0.00,0.00,0.00,2095.25,0.00,0.00,109.03,0,0,197.65,198.9,198.9,0,0,15.13,15.55,15.55,0,0,32.33,30.11,30.51,0,0,23.43,23.7,23.7,26,27,0.15,9.6,9.6,5,5,53,75.3,75.3,3,2,26,49,41.3,4,5,110,96.7,116.7,3,3,15.41,21.6,33,3,3,22,30.4,22.7,29687.00
13/05/2021 15:00,29359.00,30188.00,180.00,20339.40,20339.40,21205.20,0.00,0.00,0.00,0.00,0.00,2116.13,0.00,0.00,54.21,0,0,196.93,198.9,198.9,0,0,15.13,15.55,15.55,0,0,27.68,25.2,25.2,0,0,21.39,21.3,21.3,26,27,0.15,7.9,7.9,5,5,94,80.4,80.4,3,2,30,60,50.31,4,5,150,111,111,3,3,29.13,35.2,39.7,3,3,42,40.1,33.1,29359.00
13/05/2021 16:00,28969.00,29964.10,342.43,19950.90,19950.90,21700.20,0.00,23.23,0.00,0.00,0.60,2369.12,0.00,0.00,48.77,0,0,188.91,198.9,198.9,0,0,15.13,15.55,15.55,0,0,20.55,18.1,18.1,0,0,17.12,16.6,16.6,26,27,0.11,5.9,5.9,5,5,96,88.1,88.1,3,2,54,68,51.7,4,5,142,114,114,3,3,36.03,44.6,44.6,3,3,33,42.3,47,28969.00
