Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh),KARAPINAR_Windy Estimated Cloudiness Rate (%),KARAPINAR_Windy Final (%),KARAPINAR_Final Production (MWh),KARAPINAR_KGUP (MWh),KARAPINAR_Actual KGUP (MWh),KIVANC_Windy Estimated Cloudiness Rate (%),KIVANC_Windy Final (%),KIVANC_Final Production (MWh),KIVANC_KGUP (MWh),KIVANC_Actual KGUP (MWh),TEKSIN_Windy Estimated Cloudiness Rate (%),TEKSIN_Windy Final (%),TEKSIN_Final Production (MWh),TEKSIN_KGUP (MWh),TEKSIN_Actual KGUP (MWh),CINGILLI_Windy Estimated Cloudiness Rate (%),CINGILLI_Windy Final (%),CINGILLI_Final Production (MWh),CINGILLI_KGUP (MWh),CINGILLI_Actual KGUP (MWh),BUYUKALAN_Windy Estimated Cloudiness Rate (%),BUYUKALAN_Windy Final (%),BUYUKALAN_Final Production (MWh),BUYUKALAN_KGUP (MWh),BUYUKALAN_Actual KGUP (MWh),Balikesir_Windy Estimated Wind Rate (m/s),Balikesir_Windy Final (m/s),Balikesir_Final Production (MWh),Balikesir_KGUP (MWh),Balikesir_Actual KGUP (MWh),Gokcedag_Windy Estimated Wind Rate (m/s),Gokcedag_Windy Final (m/s),Gokcedag_Final Production (MWh),Gokcedag_KGUP (MWh),Gokcedag_Actual KGUP (MWh),Dinar_Windy Estimated Wind Rate (m/s),Dinar_Windy Final (m/s),Dinar_Final Production (MWh),Dinar_KGUP (MWh),Dinar_Actual KGUP (MWh),Ucpinar_Windy Estimated Wind Rate (m/s),Ucpinar_Windy Final (m/s),Ucpinar_Final Production (MWh),Ucpinar_KGUP (MWh),Ucpinar_Actual KGUP (MWh),Geycek_Windy Estimated Wind Rate (m/s),Geycek_Windy Final (m/s),Geycek_Final Production (MWh),Geycek_KGUP (MWh),Geycek_Actual KGUP (MWh),TALEP_Yuk Tahmin Plani (MWh)
29/04/2021 12:00,39947.00,31329.80,368.38,25721.40,25721.40,32309.23,368.38,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70,78,78.11,110.50,110.5,53,43,78.11,15.55,10,76,42,19.41,24.10,22.2,67,33,22.15,20.60,22.2,34,21,0.15,0.10,22.2,3,2,12,24.70,24.7,2,1,2,29.50,11.4,5,5,173,129.70,129.7,2,3,4.59,2.90,5.4,6,7,165,102.80,122.7,39947.00
29/04/2021 13:00,40232.00,31520.00,370.00,26015.20,26015.20,32700.15,370.00,127.37,0.00,0.00,41.91,0.00,0.00,0.00,0.00,77,78,44.85,102.00,102,53,43,44.85,15.55,15.55,76,42,10.52,20.70,21.7,67,33,8.39,18.00,21.7,34,21,0.07,0.10,21.7,3,2,17,31.00,31,2,1,5,36.00,19.02,5,5,166,144.70,155.7,2,3,3,2.30,3.9,6,7,168,116.20,138.1,40232.00
29/04/2021 14:00,40437.00,31456.60,378.54,26331.70,26331.70,33474.02,378.54,256.00,0.00,0.00,170.92,0.00,0.00,0.00,0.00,73,41,99.6,95.80,95.8,75,43,99.6,15.55,15.55,59,45,19.6,16.70,19.8,32,33,6.31,14.40,19.8,49,60,0.07,0.10,19.8,4,2,41,34.10,34.1,2,1,24,46.50,33.72,6,5,171,153.00,157,2,3,1.01,2.20,3.1,8,7,161,115.80,101.4,40437.00
29/04/2021 15:00,39609.00,31203.60,379.83,25937.40,25937.40,33486.24,379.83,191.27,0.00,0.00,119.42,0.00,0.00,0.00,0.00,73,41,80.93,88.90,88.9,75,17,80.93,15.55,15.55,59,45,11.95,11.60,12.8,32,39,14.17,10.80,12.8,49,60,0.07,0.10,12.8,4,3,31,35.30,35.3,2,1,41,66.50,48.2,6,5,173,155.30,155.3,2,3,0.33,2.10,2.9,4,7,168,116.00,141.88,39609.00
29/04/2021 16:00,38920.00,30963.40,440.00,25487.10,25487.00,33634.96,370.00,0.00,0.00,0.00,0.00,473.42,0.00,0.00,70.38,73,41,42.47,86.40,86.4,75,17,42.47,15.55,15.55,59,45,5.53,9.00,8,32,39,9.86,7.90,8,27,60,0.03,0.10,8,4,3,28,32.10,32.1,2,1,57,72.50,49,5,5,172,157.60,157.6,1,3,0,2.40,0.5,4,7,152,106.10,130,38920.00
29/04/2021 17:00,37877.00,30994.40,525.00,24577.00,24577.00,34158.03,450.00,0.00,0.00,0.00,0.00,619.42,0.00,0.00,64.22,8,41,29.54,66.00,66,0,27,29.54,10.00,10,5,7,4.77,4.90,4.8,32,39,4.12,4.50,4.8,27,37,0.07,0.00,4.8,2,3,5,26.70,26.7,2,3,87,71.00,49.7,5,4,173,145.70,156.7,1,2,0,2.70,0.3,4,3,155,87.10,114.55,37877.00
29/04/2021 18:00,37057.00,31053.80,567.00,24240.10,24239.10,34389.07,395.00,0.00,0.00,0.00,0.00,1355.50,0.00,0.00,136.66,8,37,17.18,21.10,21.1,0,27,17.18,3.00,3,5,31,1.95,2.10,2.3,19,43,2.41,1.40,2.3,27,21,0,0.00,2.3,2,2,6,20.70,20.7,2,0,90,68.00,38.71,5,4,173,130.20,156.2,1,3,0,2.60,0,4,5,120,73.10,111.8,37057.00
29/04/2021 19:00,37297.00,31682.20,567.00,23760.00,23759.50,34232.33,417.00,0.00,0.00,0.00,0.00,1025.93,0.00,0.00,116.52,8,37,1,2.10,2.1,0,8,1,0.10,0.1,5,31,0.13,0.20,0.2,19,2,0.07,0.00,0.2,27,31,0,0.00,0.2,2,2,6,23.10,23.1,1,0,86,70.00,70,5,4,174,117.40,156.4,1,2,2.16,2.00,0.2,4,5,100,69.00,69,37297.00
29/04/2021 20:00,37126.00,31973.50,567.00,23825.30,23824.50,34623.45,402.11,0.00,0.00,0.00,0.00,1164.00,0.00,0.00,148.01,2,3,0,0.00,0,3,7,0,0.00,0,3,27,0,0.00,0,19,2,0,0.00,0,29,31,0,0.00,0,0,0,1,25.20,25.2,1,0,84,66.50,68.6,2,4,169,105.70,155.7,1,2,13.69,2.00,1.1,2,2,149,60.90,50.93,37126.00
29/04/2021 21:00,37317.00,31892.70,567.00,23935.50,23934.40,34831.47,477.10,0.00,0.00,0.00,0.00,753.00,0.00,0.00,115.96,2,3,0,0.00,0,3,7,0,0.00,0,3,27,0,0.00,0,6,2,0,0.00,0,29,31,0,0.00,0,0,0,0,17.90,17.9,1,0,79,69.00,75.1,2,2,144,94.90,154.9,1,2,18.5,4.40,4.6,2,2,144,52.90,87.8,37317.00
29/04/2021 22:00,36561.00,31276.30,530.01,23447.40,23447.50,34050.74,455.01,0.00,0.00,0.00,0.00,595.00,0.00,0.00,140.65,40,3,0,0.00,0,3,7,0,0.00,0,3,71,0,0.00,0,6,19,0,0.00,0,29,63,0,0.00,0,1,0,0,12.20,12.2,1,1,66,67.00,74.68,2,2,130,82.80,145,1,2,31.81,7.60,12.8,2,2,93,48.30,56.89,36561.00
29/04/2021 23:00,35155.00,30607.50,409.99,22858.60,22858.50,33181.67,334.99,0.00,0.00,0.00,0.00,616.38,0.00,0.00,125.61,40,70,0,0.00,0,30,53,0,0.00,0,36,71,0,0.00,0,2,19,0,0.00,0,63,63,0,0.00,0,1,1,1,11.00,11,1,1,70,60.00,68.1,2,3,123,70.30,123.3,2,2,41.94,9.40,15.9,3,3,85,48.80,94.1,35155.00
30/04/2021 00:00,35269.00,31711.70,356.72,21549.70,21549.70,31665.30,340.11,113.67,0.00,0.00,0.00,499.75,0.00,0.00,43.31,70,20,0,0,0,53,70,0,0,0,71,28,0,0,0,19,19,0,0,0,63,2,0,0,0,1,1,1,5.3,5.3,1,1,67,54.5,56.8,3,1,77,74.8,104.8,2,2,18.97,4,27.4,3,4,76,49.9,79.66,35269.00
30/04/2021 01:00,34306.00,27873.90,356.72,23051.90,23051.90,30193.72,352.02,36.00,0.00,0.00,0.00,231.67,0.00,0.00,22.00,70,20,0,0,0,77,70,0,0,0,71,28,0,0,0,61,19,0,0,0,64,2,0,0,0,0,1,4,6,6,1,1,67,51.5,51.76,1,1,34,56.5,70,1,2,11.91,3.1,24.2,2,4,75,51.7,83.58,34306.00
30/04/2021 02:00,33647.00,27380.10,356.34,22976.30,22976.30,29735.81,351.64,0.00,0.00,0.00,0.00,180.00,0.00,0.00,0.00,80,20,0,0,0,77,70,0,0,0,80,28,0,0,0,61,19,0,0,0,64,2,0,0,0,0,1,7,5.5,5.5,1,1,75,50.5,58.8,1,1,12,44,44,1,2,24.03,4.2,6.4,2,4,60,60.9,79.2,33647.00
30/04/2021 03:00,33269.00,27341.90,356.11,22713.40,22713.40,29460.29,341.00,0.00,0.00,0.00,0.00,354.23,0.00,0.00,2.80,80,20,0,0,0,77,70,0,0,0,80,28,0,0,0,61,19,0,0,0,64,2,0,0,0,0,1,13,5.3,5.3,1,1,73,46,58.1,1,1,18,31,31,1,2,36.38,6.2,8,2,4,65,73.3,71.8,33269.00
30/04/2021 04:00,32706.00,27255.60,355.12,22015.90,22016.00,28847.32,330.12,0.00,0.00,0.00,0.00,629.92,0.00,0.00,16.01,80,20,0,0,0,64,70,0,0,0,80,28,0,0,0,61,19,0,0,0,64,2,0,0,0,0,1,14,5.4,5.4,1,1,80,45,56.77,1,1,9,22.2,12,2,2,29.53,7.1,21.3,2,4,50,73.9,97.38,32706.00
30/04/2021 05:00,30917.00,26779.50,353.51,21162.10,21162.10,27653.63,310.00,0.00,0.00,0.00,0.00,881.35,0.00,0.00,10.82,80,20,0,0.1,0.1,64,70,0,0,0,41,28,0,0,0,72,19,0,0,0,0,2,0,1.5,0,1,1,19,4.8,4.8,1,1,90,36.5,46.6,1,1,2,20.1,20.1,2,2,46.94,7.8,31.2,4,4,50,62.4,78.7,30917.00
30/04/2021 06:00,29249.00,26203.60,351.61,21384.70,21384.70,27381.28,205.00,0.00,0.00,0.00,0.00,2054.78,0.00,0.00,118.69,55,20,14.43,8.2,8.2,64,70,14.43,0.7,0.7,41,28,1.04,0.7,0.7,72,19,1.02,0.5,0.7,0,2,0,4.9,0.7,1,1,11,5.2,5.2,1,1,88,29,33.8,1,1,0,14.2,1.3,2,2,46.25,10.6,27,4,4,43,53.4,62.05,29249.00
30/04/2021 07:00,30629.00,26545.80,352.03,22838.80,22838.80,27682.11,208.00,150.83,0.00,0.00,0.00,1924.00,0.00,0.00,58.00,55,20,38.94,56.1,56.1,15,5,38.94,10,10,13,28,6.9,3.9,4.4,34,19,5.74,3.6,4.4,0,2,0.03,7.6,4.4,1,1,13,6,6,1,1,41,30.5,36.2,1,1,0,11.5,1.3,2,2,34.75,11.9,44.7,3,4,67,47.5,32.6,30629.00
30/04/2021 08:00,35569.00,27848.90,355.95,25069.90,25069.90,30039.78,233.95,119.75,0.00,0.00,1.50,1315.17,0.00,0.00,63.94,26,2,132.28,158.3,158.3,15,5,132.28,15.55,15.55,13,8,16.28,12.5,13,34,43,8.8,9.9,13,0,0,0.07,9.8,13,1,1,18,5.2,5.2,1,2,13,20.5,31,1,1,4.5,8.9,1.4,2,2,40.94,11.3,39.5,3,4,88,38.4,17.43,35569.00
30/04/2021 09:00,38531.00,30953.00,355.76,24187.10,24187.10,31285.21,242.00,0.00,0.00,0.00,0.00,998.38,0.00,0.00,79.97,26,2,179.51,178.3,178.3,15,5,179.51,15.55,15.55,13,8,25.01,22.3,22.5,34,43,20.75,15.9,22.5,0,0,0.15,10.9,22.5,1,1,12,4.9,4.9,1,2,4,15.5,26.7,1,1,17.25,12.4,2.6,1,2,20.5,6.4,14.5,3,4,113,30.2,30.38,38531.00
30/04/2021 10:00,39649.00,31312.60,356.20,24575.70,24575.70,31505.42,242.00,26.00,0.00,0.00,0.00,1051.33,0.00,0.00,65.46,26,2,185.92,178.3,178.3,15,5,185.92,15.55,15.55,13,10,30.67,29.2,30.9,34,43,13.6,19.4,30.9,0,0,0.15,11.4,30.9,2,1,8,6.3,13.3,1,2,7,13.5,13.5,1,1,43.25,26.3,20,2,2,25.94,5,23.2,3,4,61,26.3,26.3,39649.00
30/04/2021 11:00,40351.00,31364.90,357.21,24845.70,24845.70,31636.91,300.00,0.00,0.00,0.00,0.00,555.25,0.00,0.00,78.26,6,17,185.96,178.3,178.3,13,11,185.96,15.55,15.55,6,10,32.99,30.11,32.31,21,11,23.28,21.6,32.31,0,2,0.18,11.4,32.31,2,2,8,6.9,6.9,2,3,10,31,39.11,3,4,71.5,41.7,41.7,2,3,17.75,4.5,11.1,3,4,44,27.7,39.4,40351.00
30/04/2021 12:00,39646.00,31331.50,353.03,24047.00,24047.10,30657.27,313.03,210.17,0.00,0.00,2.00,557.77,0.00,0.00,93.23,6,17,178.37,178.3,178.3,13,1,178.37,15.55,15.55,6,10,32.93,30.1,33.1,1,11,28.04,22.9,33.1,0,2,0.18,11.2,33.1,2,2,12,7.3,2.3,1,3,54,47.5,52.4,3,4,85.5,55.3,67.3,2,3,7.53,3.6,15.8,2,4,57,33.3,50.2,39646.00
30/04/2021 13:00,39785.00,31491.10,352.43,23935.50,23935.50,30794.32,277.43,199.50,0.00,0.00,0.00,1017.63,0.00,0.00,134.60,6,32,176.6,168.8,168.8,13,17,176.6,15.55,15.55,6,10,28.44,29.5,31.9,21,31,28,22.4,31.9,0,2,0.18,10.5,31.9,2,2,1,7.3,7.3,1,3,87,62.5,51.94,3,4,84,69,90,3,3,0.69,2.8,9.2,3,4,51,37.5,32.42,39785.00
30/04/2021 14:00,40152.00,31582.70,358.23,24739.60,24739.60,32130.37,341.23,0.00,0.00,0.00,0.00,168.08,0.00,0.00,27.10,42,32,162.42,152.6,152.6,11,17,162.42,15.55,15.55,27,18,30.87,26.4,28.2,44,31,26.19,20.2,28.2,0,10,0.18,9.3,28.2,2,2,0,7.3,15,1,1,76,71,47.85,4,5,94.5,75.1,85.1,3,3,2.31,2.5,2.5,3,5,61,36.3,33,40152.00
30/04/2021 15:00,39549.00,31377.80,358.76,24538.00,24538.00,32195.87,369.99,315.33,0.00,0.00,84.99,38.50,0.00,0.00,0.00,42,32,156.04,149.8,149.8,11,17,156.04,15.55,15.55,27,18,27.7,20.2,23.3,43,31,21.69,16.2,23.3,8,10,0.15,7.7,23.3,2,2,0,8.2,8.2,1,1,77,76,47.7,4,5,84.5,78.2,93,3,3,1.72,2.4,0,3,5,64,33.7,47.2,39549.00
30/04/2021 16:00,38858.00,31341.20,355.01,24162.30,24162.40,32337.81,355.01,62.63,0.00,0.00,13.58,0.00,0.00,0.00,0.00,42,32,180.38,146.6,146.6,11,17,180.38,15.55,15.55,22,18,20.09,13.6,15.7,43,31,16.97,11.2,15.7,8,10,0.07,5.8,15.7,2,2,0,8.8,8.8,1,1,85,71,73.59,4,5,95,81.7,95.4,3,3,2.06,2.3,2.9,1,5,49,36.3,36.3,38858.00
30/04/2021 17:00,37896.00,31604.80,356.01,23368.20,23368.20,32860.64,306.00,0.00,0.00,0.00,0.00,587.97,0.00,0.00,45.56,18,37,135.1,114.4,114.4,9,6,135.1,14,14,22,20,11.06,7.7,8.2,43,28,8.35,6.2,8.2,0,0,0.07,3.8,8.2,1,1,0,10.3,10.3,2,1,55,67,64.02,4,4,82,81.2,91.2,2,2,4.28,2,1.2,1,2,36,34.3,22.82,37896.00
30/04/2021 18:00,37311.00,31631.30,359.62,23220.20,23220.20,33542.80,319.62,40.83,0.00,0.00,0.00,451.35,0.00,0.00,37.52,18,37,46.8,33.6,33.6,9,6,46.8,4,4,22,20,2.71,2.6,2.8,43,28,3.02,1.9,2.8,0,0,0,1.4,2.8,1,1,0,10.7,10.7,2,1,18,67,58.14,4,4,78,71.9,90,2,2,8.28,1.8,1.5,1,2,27,27.6,37.35,37311.00
30/04/2021 19:00,37504.00,32059.70,376.71,23325.50,23325.50,34665.04,376.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18,37,2.6,3.1,3.1,9,6,2.6,0.2,0.2,22,20,0.25,0.3,0.3,2,28,0.18,0,0.3,0,0,0,0,0.3,1,1,0,9.9,9.9,1,1,18,61,56.51,4,4,67,59,64,2,2,11,2,4.2,0,2,40,26.7,33.51,37504.00
30/04/2021 20:00,37208.00,32386.90,372.17,23191.90,23191.90,34426.44,357.00,0.00,0.00,0.00,0.00,272.07,0.00,0.00,16.27,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,8.1,8.1,1,2,15,63.5,45.52,2,2,59,48,68,1,2,15.94,3,6.9,0,1,54,25.7,17.02,37208.00
30/04/2021 21:00,37392.00,32128.90,369.02,23086.30,23086.30,34028.40,370.00,298.48,0.00,0.00,106.11,0.00,0.00,0.00,0.00,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,7.7,7.7,1,2,0,60,26.82,2,2,36,33.8,58,1,1,31.22,6.2,11.6,0,1,38,19.4,16.7,37392.00
30/04/2021 22:00,36604.00,31684.60,358.42,22409.20,22409.20,33033.43,399.00,851.35,0.00,0.00,201.04,0.00,0.00,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.1,7.1,1,1,3,55.5,30.8,2,2,21,22,39,1,1,38.15,10.6,19,1,1,13,17.8,37.9,36604.00
30/04/2021 23:00,35285.00,31212.60,355.04,21805.50,21805.60,32041.22,375.04,825.25,0.00,0.00,228.72,202.78,0.00,0.00,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.36,6,6,1,1,11.6,57,36.2,0,1,17.12,13.9,22,1,1,33.5,15.2,30.9,1,1,12.01,17.5,38,35285.00
01/05/2021 00:00,32872.00,32621.50,362.21,22326.50,22326.50,29962.35,362.21,521.20,0.00,0.00,196.44,152.97,0.00,0.00,1.45,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,1,1,1.64,3.30,3.3,1,0,46,44.00,22.1,1,1,5.15,8.90,18.9,1,1,32.47,15.20,28.4,1,1,15.19,20.60,30,32872.00
01/05/2021 01:00,31397.00,28586.50,363.93,23225.80,23225.80,28588.78,383.93,496.17,0.00,0.00,190.80,15.17,0.00,0.00,0.00,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,1,1,10,5.50,5.5,1,0,59,48.00,22.3,1,1,0.02,6.20,6.2,1,1,36.37,18.20,23.9,1,1,15,19.60,27.7,31397.00
01/05/2021 02:00,31092.00,28355.50,361.54,22911.20,22911.10,28108.72,381.54,524.28,0.00,0.00,196.83,0.00,0.00,0.00,0.00,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,1,1,5,6.00,6,1,0,74,50.00,30.7,1,1,0,4.00,4,1,1,42.06,20.20,23.8,1,1,5.5,16.60,21.4,31092.00
01/05/2021 03:00,30735.00,28533.20,360.22,22608.10,22608.00,27933.78,380.22,660.57,0.00,0.00,211.58,91.00,0.00,0.00,0.00,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,1,1,9,7.00,7,1,0,68,54.00,37.9,1,1,1.57,3.00,0,1,1,33.06,14.00,26,1,1,3.7,13.70,15.2,30735.00
01/05/2021 04:00,30048.00,28479.50,356.20,21742.80,21742.80,27223.15,356.20,230.62,0.00,0.00,92.72,77.93,0.00,0.00,0.00,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,1,1,15,7.90,7.9,1,0,70,55.00,52.6,1,1,3.97,3.20,0,1,1,31.5,14.70,35.4,1,1,3.5,10.70,15.6,30048.00
01/05/2021 05:00,29097.00,28081.40,349.00,20656.90,20656.90,26885.74,329.00,0.00,0.00,0.00,0.00,404.10,0.00,0.00,0.00,0,0,0.14,0.50,0.5,0,0,0.14,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,24,0,0,0.00,0,1,1,15,7.90,7.9,1,0,63,55.00,58.87,1,1,0.83,2.90,2.9,1,1,37.28,15.80,25.9,1,1,5.5,8.60,11.3,29097.00
01/05/2021 06:00,28127.00,27533.20,200.01,20167.50,20167.50,24322.56,183.19,0.00,0.00,0.00,0.00,800.70,0.00,0.00,106.11,0,0,24.65,22.00,22,0,0,24.65,1.00,1,0,0,1.09,0.70,0.7,0,0,0.98,1.00,0.7,24,0,0,0.00,0.7,1,1,22,7.90,7.9,1,0,80,55.00,56.8,1,1,1.38,2.80,2.8,1,1,37.66,16.10,16.1,1,1,2,6.20,10.2,28127.00
01/05/2021 07:00,28768.00,27450.00,250.01,20641.40,20641.40,24108.29,230.01,0.00,0.00,0.00,0.00,567.70,0.00,0.00,3.16,0,0,104.78,91.40,91.4,0,0,104.78,12.00,12,0,0,6.37,4.60,4.6,0,0,5.97,6.20,4.6,24,0,0.03,0.00,4.6,1,1,19,7.30,7.3,1,0,63,56.00,49.91,1,1,1.29,2.60,2.6,1,1,36.81,9.90,9.9,1,1,3,4.30,4.1,28768.00
01/05/2021 08:00,31827.00,28628.20,330.00,21543.40,21543.40,24094.30,320.30,78.00,0.00,0.00,0.00,370.82,0.00,0.00,5.86,0,2,166.27,188.60,188.6,0,5,166.27,15.55,15.55,0,4,14.68,13.40,13.4,0,0,14.21,14.00,13.4,0,6,0.11,0.10,13.4,1,1,22,5.10,5.1,0,0,58,56.00,40.63,1,1,0,2.10,2.1,0,1,31.84,7.60,7.6,1,1,0.6,2.90,1.63,31827.00
01/05/2021 09:00,34238.00,30159.90,205.00,22105.30,22105.30,24814.51,200.30,0.00,0.00,0.00,0.00,55.90,0.00,0.00,0.00,0,2,181.48,188.60,188.6,0,5,181.48,15.55,15.55,0,4,22.33,23.00,23.4,0,0,20.97,20.30,23.4,0,6,0.11,0.10,23.4,1,1,18,2.80,2.8,0,0,28,55.00,48.9,1,1,0,1.80,1.8,0,1,27.5,6.70,15.9,1,1,0.2,3.60,1.8,34238.00
01/05/2021 10:00,35311.00,30718.00,250.00,22732.90,22732.90,25287.56,270.00,227.45,0.00,0.00,45.94,0.00,0.00,0.00,0.00,0,2,185.88,183.70,183.7,0,5,185.88,15.55,15.55,0,4,29.44,29.70,31.8,0,0,24.87,23.70,31.8,0,6,0.18,0.20,31.8,1,1,8,1.70,1.7,0,0,15,60.00,42.2,1,1,0,2.40,2.4,0,1,21.62,5.20,21.2,1,1,0,8.40,5.01,35311.00
01/05/2021 11:00,35944.00,31049.10,284.99,23132.40,23132.30,25922.95,344.77,880.77,0.00,0.00,86.79,0.00,0.00,0.00,0.00,25,4,184.28,171.80,171.8,12,0,184.28,15.55,15.55,7,0,30.38,30.11,31.11,9,16,26.53,24.80,31.11,5,26,0.15,0.20,31.11,2,2,2,2.90,2.9,2,2,20,71.00,43.4,1,2,4.72,4.20,4.2,2,2,18.16,5.60,25.7,3,3,1.4,16.20,12.4,35944.00
01/05/2021 12:00,35665.00,31452.10,225.01,23059.50,23059.60,25834.04,281.01,1087.32,0.00,0.00,119.89,0.00,0.00,0.00,0.00,25,4,185.25,162.10,162.1,12,0,185.25,15.55,15.55,7,0,31.89,30.11,30.11,9,16,26.95,24.80,30.11,5,26,0.18,0.20,30.11,2,2,0,4.70,4.7,2,2,53,73.00,49.6,1,2,31.95,8.40,6,2,2,20.88,4.50,16.1,3,3,2.4,23.80,15.8,35665.00
01/05/2021 13:00,35762.00,31589.00,285.00,23220.80,23220.70,26519.01,324.00,686.48,0.00,0.00,102.79,0.00,0.00,0.00,0.00,25,4,181.98,162.20,162.2,12,0,181.98,15.55,15.55,7,0,32.62,30.11,30.11,9,16,21.35,24.00,30.11,5,26,0.15,0.20,30.11,2,2,0,6.50,6.5,2,2,71,62.00,44.31,1,2,26.75,13.90,13.9,2,2,19.59,4.20,15.9,3,3,5,28.20,15.6,35762.00
01/05/2021 14:00,35992.00,31669.50,329.99,23278.30,23278.20,26869.00,350.00,395.00,0.00,0.00,74.88,0.00,0.00,0.00,0.00,25,14,181.1,162.80,162.8,12,4,181.1,15.55,15.55,10,12,30.19,30.10,29.9,13,17,23.66,22.10,29.9,61,26,0.15,0.20,29.9,2,2,1,7.90,7.9,3,2,65,71.00,51.51,2,2,21.3,19.70,30,2,3,13.53,4.30,18.4,4,4,8.3,33.90,15.9,35992.00
01/05/2021 15:00,35535.00,31572.60,350.51,23053.40,23053.30,27303.52,370.51,399.07,0.00,0.00,117.50,0.00,0.00,0.00,0.00,4,14,152.12,163.20,163.2,22,4,152.12,15.55,15.55,10,12,19.73,24.40,24.5,13,17,22.15,18.70,24.5,61,9,0.07,0.10,24.5,2,2,1,10.00,10,3,2,64,75.00,66.4,2,2,24.95,24.80,20,4,3,3.44,4.40,14.7,4,4,18.7,38.60,16.14,35535.00
01/05/2021 16:00,35083.00,31463.00,351.50,22319.80,22319.90,27464.36,386.20,912.57,0.00,0.00,377.04,0.00,0.00,0.00,0.00,4,14,154.26,150.20,150.2,22,4,154.26,15.55,15.55,10,12,17.66,17.10,15.8,13,17,14.43,14.20,15.8,61,9,0.11,0.10,15.8,2,1,6,12.70,12.7,3,2,63,74.00,66.02,2,2,30,29.80,29.8,4,3,7.31,6.30,10.1,4,4,24,34.10,18.7,35083.00
01/05/2021 17:00,34550.00,31603.90,358.49,22136.80,22136.80,28919.92,398.00,962.33,0.00,0.00,199.55,0.00,0.00,0.00,0.00,14,25,97.16,113.80,113.8,8,19,97.16,15.00,15,25,11,9.46,9.10,8.3,5,2,9.82,8.30,8.3,41,2,0.03,0.10,8.3,2,1,4,15.70,15.7,3,3,75,75.00,72.11,2,2,33,34.70,34.7,4,3,11.09,6.60,3.6,3,3,12.5,26.70,20.9,34550.00
01/05/2021 18:00,34371.00,31883.00,369.92,22381.60,22381.60,30821.53,384.92,567.50,0.00,0.00,128.13,207.20,0.00,0.00,1.14,14,27,38,34.70,34.7,8,7,38,4.50,4.5,25,0,2.4,2.70,2.6,5,3,3.7,2.60,2.6,41,21,0.03,0.00,2.6,2,1,10,15.30,15.3,3,3,72,78.00,67.41,2,1,25,38.60,32,3,2,36.5,9.20,9.5,3,3,3,24.90,14.9,34371.00
01/05/2021 19:00,34609.00,32484.20,376.37,22573.70,22573.70,31719.34,396.37,483.00,0.00,0.00,166.97,0.00,0.00,0.00,0.00,14,27,3.23,3.40,3.4,8,7,3.23,0.20,0.2,25,0,0.19,0.30,0.3,5,0,0.22,0.10,0.3,41,21,0,0.00,0.3,2,2,15,14.40,14.4,3,3,84,76.00,62.62,2,1,17,43.30,32,3,4,57.19,17.50,17.5,3,1,4.3,21.50,15.8,34609.00
01/05/2021 20:00,34362.00,32377.10,374.79,22576.00,22576.00,31959.87,374.79,153.65,0.00,0.00,34.80,0.00,0.00,0.00,0.00,14,3,0,0.00,0,10,1,0,0.00,0,19,2,0,0.00,0,6,0,0,0.00,0,2,7,0,0.00,0,2,2,14,12.40,12.4,2,2,87,72.00,65.3,2,2,14,46.00,17,4,4,54.34,27.70,40.6,1,1,25.2,14.20,18.3,34362.00
