"tarih","saat","YukTahminPlan(MWh)","PTF(TL/MWh)","SMF(TL/MWh)","KGUP(TL/MWh)","YAL0(TL/MWh)","YAL1(TL/MWh)","YAT0(TL/MWh)","YAT1(TL/MWh)","YAL TeslimEdilemeyenMiktar(MWh)","YAT TeslimEdilemeyenMiktar(MWh)","PFK Fiyat","SFK Fiyat"
"201912",9,"38800","320.05","350","35863.16","725","0","0","0","269.255","0","98.96","74"
"201912",10,"39400","321.14","350","36113.7","816.733","0","95.6","0","167.74","1.76","98.96","74"
"201912",11,"39800","323.59","356.5","36417","830","0","37.3","0","181.612","0.56","99.96","74"
"201912",12,"38200","315.22","356","34439.13","987.668","0","70.333","0","172.412","0","99.96","74"
"201912",13,"38500","314.32","347.2","33705.57","738.249","0","0","0","125.343","0","99.96","74"
"201912",14,"39400","322.01","350","35220.71","637.332","0","0","0","155.72","0","99.96","74"
"201912",15,"39400","324.13","365","35417.02","978","0","0","0","237.843","0","99.96","74"
"201912",16,"39800","327.35","365","36187.6","995.35","0","95.8","0","266.71","1.37","101.96","74"
"201912",17,"40700","330.8","358","37256.34","950","0","0","0","398.639","0","101.96","74"
"201912",18,"40000","327.43","350","36989.06","1136","0","187.1","0","462.918","0.01","101.96","74"
"201912",19,"38800","321.77","350","35956.39","1009.534","0","87.8","0","448.547","1.83","101.96","74"
"201912",20,"37800","317.7","350.6","35081.82","1103.5","0","124.167","0","460.958","0.5","108.14","89.56"
"201912",21,"37000","315.48","344","34277.26","930.267","0","0","0","414.975","0","108.14","89.56"
"201912",22,"36000","292.56","292.56","33264.55","1240","0","67.667","0","459.445","0","108.14","89.56"
"201912",23,"34300","254.58","280","32056.94","1065.233","0","324.334","0","463.577","6","108.14","89.56"
"201912",0,"32800","314.78","355","29380.99","1099","0","176.083","0","416.437","0","129.99","210"
"201912",1,"31000","311.13","375","27271.92","1404.3","0","81","0","522.871","0","129.99","210"
"201912",2,"29700","276.37","294","26011.22","1183.45","0","19.8","0","293.885","0.4","129.99","210"
"201912",3,"28900","200.01","271","25705.92","1092","0","0","0","496.888","0","129.99","210"
"201912",4,"28600","200","200","25344.7","347.899","0","148.5","0","172.269","14","109.97","238"
"201912",5,"28700","199.9","199.9","25464.13","0","0","117","0","0","7","109.97","238"
"201912",6,"29500","254.59","254.59","25971","129.5","0","17.5","0","88.026","13","109.97","238"
"201912",7,"30600","309.71","306.71","27494.84","160.35","0","147.25","0","46.507","0","99.96","89"
"201912",8,"33400","318.1","259.1","30438.25","114.134","0","380.183","0","1.33","0","99.96","89"
"201912",9,"35000","324.99","244","33215.04","128.417","0","725.884","0","0","75.745","99.96","89"
"201912",10,"35400","328.75","244","34554.53","86.9","0","657.083","0","0.63","47.433","99.96","89"
"201912",11,"35200","330.59","250.6","34847.31","0","0","364","0","0","54.3","99.96","88.76"
"201912",12,"33600","325.54","275.54","33961.15","23","0","333.132","0","0","23.023","99.96","88.76"
"201912",13,"33600","325.01","345.01","33909.61","633.634","0","163.084","0","121.018","18.524","99.96","88.76"
"201912",14,"33700","323.25","364","33603.82","812","0","40.5","0","228.49","0","99.96","88.76"
"201912",15,"34000","321.48","365","33039.07","872.55","0","0","0","241.443","0","99.96","88.76"
"201912",16,"34800","322.52","365","33398.45","1026.732","0","0","0","240.78","0","103.96","99"
"201912",17,"36900","323.6","323.6","34809.81","273.9","0","51.333","0","88.782","0","103.96","99"
"201912",18,"37900","324.32","319.32","35710.9","52.484","0","73.5","0","8.599","0","103.96","99"
"201912",19,"37200","322.85","231.99","35022.72","0","0","406.247","0","0","56.772","103.96","99"
"201912",20,"36300","319.87","239.9","33926.92","0","0","387.55","0","0","72.434","129.99","214.22"
"201912",21,"35400","316.34","242","33040.29","54.5","0","396.6","0","0","65.47","129.99","214.22"
"201912",22,"34600","277.6","197","32473.98","0","0","580.25","0","0","15.191","129.99","214.22"
"201912",23,"33200","259","195","31474.75","0","0","961.833","0","0","15.325","129.99","214.22"
"201912",0,"31000","310.34","351","27991.29","874.1","0","496.615","0","51.909","89.111","200","223.4"
"201912",1,"29300","200","264.9","26192.74","845.684","0","56.417","0","223.386","0","200","223.4"
"201912",2,"27900","153.96","178.9","25045.14","236.533","0","43.6","0","40.759","0.35","200","223.4"
"201912",3,"27100","149.99","149","24392.11","0","0","116.766","0","0","82","200","223.4"
"201912",4,"26700","169.88","169.88","23376.87",NULL,NULL,NULL,NULL,NULL,NULL,"200","294.7"
"201912",5,"26600","158.99","170","23380.95","210.299","0","0","80","27.65","0","200","294.7"
"201912",6,"26400","169.88","176.34","23937.24","217.1","0","7.1","80","49.9","1.701","200","294.7"
"201912",7,"27200","150","130","24671.29","0","0","178","80","0","15.3","200","457"
"201912",8,"27300","121.75","101.75","25525.47","0","0","429","0","0","182.894","200","457"
"201912",9,"28200","169.89","149.89","26890.09","25","0","552","0","6","126.934","200","457"
"201912",10,"29500","200.01","200.01","28171.18","91.384","0","34","0","4.126","1.41","200","457"
"201912",11,"30100","310.12","365","29224.44","735.618","0","0","0","87.613","0","200","363.44"
"201912",12,"29900","311.11","387","29053.78","1300","0","0","0","219.757","0","200","363.44"
"201912",13,"30200","311.3","396.3","29264.71","1994.167","0","0","177","452.129","11.823","200","363.44"
"201912",14,"30200","300","401.3","29678","2393","0","0","177","583.879","8.86","200","363.44"
"201912",15,"30600","250.01","400","29785.33","2444.751","0","0","177","669.069","9.04","200","363.44"
"201912",16,"31500","300.01","401.3","30032.33","2112.633","0","0","177","380.605","11.68","159.97","180"
"201912",17,"33800","310.96","390.96","31531.55","1762.05","0","0","177","310.403","10.3","159.97","180"
"201912",18,"35200","314.48","390","32722.92","1658","0","0","177","357.166","15.11","159.97","180"
"201912",19,"34900","313.14","383.13","32527.86","1427.5","0","7","177","303.718","18.32","159.97","180"
"201912",20,"34300","311.8","376.7","31755.5","1234.967","0","0","177","316.014","30.66","159.97","235"
"201912",21,"33600","309.99","374.99","31390.34","1174","0","0","177","292.005","27","159.97","235"
"201912",22,"32800","213.05","273.05","30507.78","1240.265","43.75","0","177","503.962","10.72","159.97","235"
"201912",23,"31300","169.89","242.76","29146.59","1788.233","38.5","109","177","562.439","67.313","159.97","235"
"201912",0,"29600","169.89","185","26912.7","1233.967","0","151.5","316.166","190.284","56.613","129.99","452.71"
"201912",1,"27800","153.95","79.1","25291.94","264.033","0","0","630.833","84.843","125.75","129.99","452.71"
"201912",2,"26800","149.16","129.16","24459.84","202.5","0","0","555","27","143.652","129.99","452.71"
"201912",3,"26200","45","0.99","24253.33","0","0","322","390","0","261.429","129.99","452.71"
"201912",4,"26200","45","0.99","24094.82","0","0","306","170","0","57.122","128","475"
"201912",5,"26500","67.99","0.99","24264.27","0","0","323","170","0","68.621","128","475"
"201912",6,"28000","169.88","28.5","25204.51","0","0","478.802","550","0","110.467","128","475"
"201912",7,"30800","200","200","28564.93","1118.434","112","66.249","1007","203.891","47.966","120.97","128.19"
"201912",8,"35700","315.62","355.62","32363.32","1454.468","0","136.25","765.35","181.594","94.474","120.97","128.19"
"201912",9,"38100","321.16","390","34953.68","1306.733","0","0","46.701","194.913","11.7","120.97","128.19"
"201912",10,"38800","322.36","392.3","36164.53","1393.367","0","0","0","274.304","0","120.97","128.19"
"201912",11,"39300","328.07","388.07","37167.75","1193","54.833","20.167","0","254.111","0","98.96","108.21"
"201912",12,"37800","322.41","390","35628.03","1321.333","70","0","0","229.667","0","98.96","108.21"
"201912",13,"38300","324.42","390","35944.38","1260.167","70","0","0","244.812","0","98.96","108.21"
"201912",14,"39000","325.79","401.61","36251.42","1496.833","70","0","0","260.199","0","98.96","108.21"
"201912",15,"39100","325.65","401.65","35990.25","2313.416","70","0","294","317.548","0","98.96","108.21"
"201912",16,"39700","326.77","402.33","36119.96","2605.618","70","0","0","374.419","0","101","98.21"
"201912",17,"40800","328.65","402.34","36852.05","2354.6","70","22.5","0","300.859","0","101","98.21"
"201912",18,"40200","324.13","402.33","36283.52","2444.55","70","185.25","0","288.61","0.05","101","98.21"
"201912",19,"39000","319.38","401.3","35002.25","1929.117","70","135.867","0","302.557","12","101","98.21"
"201912",20,"38100","315.56","390.56","34131.89","1662.833","70","58.334","0","322.45","0","120.97","173.12"
"201912",21,"37200","312.55","372.55","33141.19","1482.916","35","31.167","0","255.867","1","120.97","173.12"
"201912",22,"35900","250","290","32349.76","983.134","0","0","0","192.013","0","120.97","173.12"
"201912",23,"33900","241.97","256.66","30654.07","698.65","0","132.933","0","188.17","0","120.97","173.12"
"201912",0,"32400","189.9","200","28603.79","1110.734","0","272.334","0","130.503","0","127.99","327.16"
"201912",1,"30600","170","185","26550.79","335.134","0","88","0","65.617","1.19","127.99","327.16"
"201912",2,"29400","153.95","170","25415.93","593.534","0","33.333","0","255.766","0","127.99","327.16"
"201912",3,"28900","153.96","152.01","24982.08","0","0","400.7","0","0","19","127.99","327.16"
"201912",4,"28600","111.35","109.42","24636","92.367","0","211.633","0","23.148","1","117.97","350"
"201912",5,"28900","147.97","147.97","24760.54","107.867","0","0","0","67.023","0","117.97","350"
"201912",6,"30100","173","173","25738.22","226.05","0","0","0","67.625","0","117.97","350"
"201912",7,"32900","305","379","26950.85","1055.164","0","0","0","262.284","0","104.96","116.88"
"201912",8,"37100","318.4","363.3","31351.23","1341.484","0","252","0","397.275","0","104.96","116.88"
"201912",9,"39800","324.58","364.58","34330.7","1310","0","187","0","414.615","3","104.96","116.88"
"201912",10,"40300","325.89","335","34779.78","1156.55","0","162.967","0","355.994","3","104.96","116.88"
"201912",11,"40800","328.13","328.13","35124.49","394.199","0","111.167","0","138.477","0","104.96","122"
"201912",12,"39400","323.05","316.05","33737.94","28","0","63.433","0","0","3.6","104.96","122"
"201912",13,"39900","325.46","318.46","33767.14","0","0","133.45","0","0","0.212","104.96","122"
"201912",14,"40200","328.59","328.59","34093.4",NULL,NULL,NULL,NULL,NULL,NULL,"104.96","122"
"201912",15,"40300","329.99","329.99","34236.99",NULL,NULL,NULL,NULL,NULL,NULL,"104.96","122"
"201912",16,"40700","332.64","250","34611.19","179.583","0","770.117","0","1.45","46.772","104.96","135"
"201912",17,"41400","335.01","245.01","35495.63","0","0","725.415","0","0","47.763","104.96","135"
"201912",18,"41000","335","328","34862.15","0","0","152.184","0","0","0.1","104.96","135"
"201912",19,"39600","327.82","241.18","33400.2","0","0","823.131","0","0","92.762","104.96","135"
"201912",20,"38700","319.57","221","31952.79","75","0","1892.384","0","0","205.007","139.99","219.2"
"201912",21,"37700","316.54","196.18","30727.85","0","0","2342","0","0","341.757","139.99","219.2"
"201912",22,"36700","314.7","195","29654.72","0","0","2241","0","0","149.99","139.99","219.2"
"201912",23,"34000","311.84","195","28639.64","0","0","2181.333","0","0","91.483","139.99","219.2"
"202001",0,"29000","311.65","261.75","25725.5","170.167","0","374.282","0","0","30.976","150","350"
"202001",1,"26000","313.24","295.24","24159.99","0","0","57.2","0","0","0.92","150","350"
"202001",2,"24500","311.08","311.08","22937.15","55","0","0","0","13","0","150","350"
"202001",3,"23400","310.7","310.7","21972.48",NULL,NULL,NULL,NULL,NULL,NULL,"150","350"
"202001",4,"22900","200.01","200.01","21451.33","138.416","0","0","0","72.093","0","150","460"
"202001",5,"22700","179.99","200","21440.4","335","0","0","0","172","0","150","460"
"202001",6,"23100","254","275.9","21585.83","383","0","0","0","162.38","0","150","460"
"202001",7,"23600","300.01","320","22075.15","460.833","0","0","0","234.166","0","200","499"
"202001",8,"23900","209.99","191.99","22443.03","134.566","0","250.234","0","83.7","56.205","200","499"
"202001",9,"25500","200.01","150.01","23715.42","0","0","284.666","0","0","16.651","200","499"
"202001",10,"27200","310.14","260.14","24910.37","0","0","321.233","0","0","24.033","200","499"
"202001",11,"29000","311.12","241.12","26486.25","0","0","610.5","0","0","45.153","189.96","219"
"202001",12,"30800","310.81","260.81","26897.37","104.167","0","433","0","0","4.39","189.96","219"
"202001",13,"31500","311.28","252.28","27551.7","0","0","453","0","0","4.113","189.96","219"
"202001",14,"31700","288.57","231.18","28127.64","30.667","0","518","0","0","13.21","189.96","219"
"202001",15,"32100","290.01","204","28405.26","16.666","0","701","0","0","12.24","189.96","219"
"202001",16,"32600","312.41","253.41","29292.14","233.833","0","1095.167","0","0","113.164","150","158"
"202001",17,"34100","315.56","308.56","30676.25","339.565","0","496.967","0","19.731","7.608","150","158"
"202001",18,"34000","316.22","367","31446.74","974.667","0","0","0","209.497","0","150","158"
"202001",19,"33300","314.08","380","31079.38","1464.267","0","105.25","0","285.027","4","150","158"
"202001",20,"32700","311.12","387","30397.78","1630","0","30","0","290.657","0","150","219"
"202001",21,"31800","310.2","382.31","29574.39","1614","0","43.333","0","269.081","1","150","219"
"202001",22,"30900","274.57","324.57","28814.75","1652.6","0","0","0","392.752","0","150","219"
"202001",23,"30000","250.64","290","27433.5","1499.167","0","33.333","0","635.381","0","150","219"
"202001",0,"29800","310.53","310.53","26355.43","323.052","0","147.784","20","188.371","25.921","124.99","259.2"
"202001",1,"28600","311.38","311.38","24741.11","520.4","0","136.4","120","82.567","32.586","124.99","259.2"
"202001",2,"27100","290.01","290.01","23746.52","1036.685","0","0","255.832","366.249","10.88","124.99","259.2"
"202001",3,"26500","250","250","22833.46","1796.1","0","0","285.333","711.491","15.1","124.99","259.2"
"202001",4,"26300","180","180","22737.62","1476.8","0","0","250","527.598","12.5","124.99","259.2"
"202001",5,"26700","180","180","23082.63","1595.916","0","0","250","604.387","13.38","124.99","259.2"
"202001",6,"28200","180","205","24306.67","1900.85","0","0","300","550.127","6.16","124.99","259.2"
"202001",7,"31200","310.71","310.71","26898.09","1809.566","0","0","619","303.346","29.76","89","69.69"
"202001",8,"35900","319.37","345","31695.42","2302.218","0","223.667","324.668","404.87","16.666","89","69.69"
"202001",9,"39000","323.95","373.95","34872.3","1912","0","0","0","346.481","0","89","69.69"
"202001",10,"40200","326.74","352","36189.14","1644.083","0","143.75","0","330.668","3","89","69.69"
"202001",11,"40900","329.69","329.69","36866.9","1462","0","135.267","0","401.914","0","91","66"
"202001",12,"39900","324.81","324.81","35702.51","1052.734","0","0","0","325.908","0","91","66"
"202001",13,"40200","325.45","325.45","35826.22","897","0","50.583","0","228.008","0","91","66"
"202001",14,"40600","327.13","327.13","36412.5","900","0","0","0","104.665","0","91","66"
"202001",15,"40500","326.5","326.5","36271.44","876","0","0","0","109.648","0","91","66"
"202001",16,"40600","328.75","328.75","36682.2","997.1","0","0","0","175.877","0","93","69"
"202001",17,"41100","331.52","331.52","37676.31","898","0","0","0","276.961","0","93","69"
"202001",18,"40200","329.43","329.43","36957.68","1401.8","0","49.5","0","289.967","0","93","69"
"202001",19,"38800","325.65","325.65","35786.45","1525","0","41.833","0","376.659","4","93","69"
"202001",20,"37700","322.08","322.08","34760.93","1440.95","0","57.3","0","425.45","0","92","74.47"
"202001",21,"36700","319.49","319.49","33758.25","1231.75","0","153.717","0","337.484","0","92","74.47"
"202001",22,"35100","316.01","316.01","32616.76","1237.5","0","89","0","350.557","0","92","74.47"
"202001",23,"33900","312.58","312.58","31090.54","1393.517","0","49.333","33.333","496.536","4.02","92","74.47"
"202001",0,"32800","320.01","320.01","29532.18","154.4","0","62.167","0","72.573","0","119.98","95"
"202001",1,"31000","320.74","329.74","27557.78","335.615","0","34.417","224.566","5.2","31.586","119.98","95"
"202001",2,"29700","277.86","301","26230.88","999.385","0","0","430.333","385.466","13.54","119.98","95"
"202001",3,"28900","200","275","25609.35","1046.218","0","0","119","348.17","3.06","119.98","95"
"202001",4,"28800","184.99","249.9","25668.85","779.883","0","0","0","323.409","0","119.99","128.99"
"202001",5,"29000","212.07","277","25836.54","941.284","0","0","0","458.936","0","119.99","128.99"
"202001",6,"30400","279.99","329.99","26757.01","851.166","0","0","0","375.564","0","119.99","128.99"
"202001",7,"33000","322","367","29232.61","871.083","0","192.833","0","171.688","8.842","88","60"
"202001",8,"37200","329.88","364.88","33854.21","1032.35","0","323.75","0","255.795","0","88","60"
"202001",9,"39600","334.88","364.8","36697.13","673.284","0","75.583","0","107.441","1","88","60"
"202001",10,"39700","334.99","379.99","36932.55","805","0","0","0","87.859","0","88","60"
"202001",11,"40000","335.47","386","37347.01","1086","0","21.583","0","179.005","1","89","61"
"202001",12,"37900","329.99","380","36015.57","1299.633","0","136.8","0","275.93","0","89","61"
"202001",13,"36900","327.87","337.87","35276.88","516.283","0","0","0","97.277","0","89","61"
"202001",14,"37900","333.77","333.77","36742.27","207.767","0","135.666","0","0.42","0","89","61"
"202001",15,"38600","334.99","334.99","36883.94",NULL,NULL,NULL,NULL,NULL,NULL,"89","61"
"202001",16,"39200","338.25","338.25","37559.2","148.433","0","153.252","0","0.41","12.687","92.96","68"
"202001",17,"40400","343.04","284.04","38645.18","35.935","0","144","0","5.244","0.14","92.96","68"
"202001",18,"40300","341.03","351.03","38118.89","430.833","0","103.166","0","47.205","0","92.96","68"
"202001",19,"39100","336.55","336.55","36903.46","350.033","0","137.384","0","84.511","9.153","92.96","68"
"202001",20,"38100","334.68","334.68","35885.89","61.25","0","0","0","20.35","0","92.96","64.45"
"202001",21,"37200","334.99","335","34860.1","345.133","0","58.25","0","29.723","0","92.96","64.45"
"202001",22,"36300","332.82","332.82","33498.72",NULL,NULL,NULL,NULL,NULL,NULL,"92.96","64.45"
"202001",23,"34800","329.01","329.01","31890.1","703.534","0","0","0","328.967","0","92.96","64.45"
"202001",0,"32600","323.02","350","29977.16","666.233","0","223.75","0","91.599","0","114.98","55"
"202001",1,"30800","323.18","350","27920.51","548.5","0","226.333","0","32.054","0","114.98","55"
"202001",2,"29500","320.48","350.4","26687.29","477.001","0","100.85","0","35.623","0","114.98","55"
"202001",3,"28800","318.2","328.2","25821.77","124.516","0","0","0","15.209","0","114.98","55"
"202001",4,"28400","260.59","260.59","25582.64",NULL,NULL,NULL,NULL,NULL,NULL,"114.99","78.88"
"202001",5,"28500","268.48","268.48","25352.19",NULL,NULL,NULL,NULL,NULL,NULL,"114.99","78.88"
"202001",6,"29000","320.09","320.09","25784.4","12.5","0","0","0",NULL,"0","114.99","78.88"
"202001",7,"30400","324.08","324.08","27305.96","474.866","0","217.167","0","57.614","0","87","69"
"202001",8,"33400","328.59","328.59","30260.48","336.416","0","298.7","0","27.22","0.89","87","69"
"202001",9,"35900","333.34","333.34","33198.64","141.133","0","66","0","2","0","87","69"
"202001",10,"37400","338.34","350.34","34711.51","208.738","0","0","0","24.479","0","87","69"
"202001",11,"38100","340.01","375.01","35303.42","729","0","71.5","0","60.175","0","87","74.65"
"202001",12,"37300","336.46","381.46","34151.01","797.75","0","0","0","73.905","0","87","74.65"
"202001",13,"37400","336.65","371.65","34077.03","739","0","0","0","73.572","0","87","74.65"
"202001",14,"37500","337.27","359.99","34293.8","485.601","0","0","0","51.735","0","87","74.65"
"202001",15,"37100","336.25","336.25","34192.91","92.733","0","0","0","15.504","0","87","74.65"
"202001",16,"37100","338.77","290","34394.13","0","0","19.25","0","0",NULL,"88","78.88"
"202001",17,"37700","343.98","260.01","35681.37","0","0","508.999","0","0","10.89","88","78.88"
"202001",18,"38700","345","286","36023.12","0","0","136","0","0","1.572","88","78.88"
"202001",19,"37700","342.63","342.63","35450.33","111.5","0","67.834","0","0.8","1","88","78.88"
"202001",20,"36800","339.38","260.01","34641.46","0","0","171","0","0",NULL,"85","69.78"
"202001",21,"35900","336.05","336.05","33726.27",NULL,NULL,NULL,NULL,NULL,NULL,"85","69.78"
"202001",22,"35000","331.96","331.96","32617.26","44","0","0","0",NULL,"0","85","69.78"
"202001",23,"33600","332.28","332.28","31220.13",NULL,NULL,NULL,NULL,NULL,NULL,"85","69.78"
"202001",0,"31500","323.52","323.52","28898.46","168.833","0","73.667","0","0","0","97","68.55"
"202001",1,"29600","323.38","323.38","26825.76","166.667","0","121.5","0","0","0","97","68.55"
"202001",2,"28200","320.57","320.57","25659.35",NULL,NULL,NULL,NULL,NULL,NULL,"97","68.55"
"202001",3,"27300","280.01","280.01","24853.23",NULL,NULL,NULL,NULL,NULL,NULL,"97","68.55"
"202001",4,"26900","221.35","221.35","24105.7",NULL,NULL,NULL,NULL,NULL,NULL,"109","88.7"
"202001",5,"26900","249.99","249.99","24138.7",NULL,NULL,NULL,NULL,NULL,NULL,"109","88.7"
"202001",6,"27200","279.56","279.56","24217.36","5","0","0","0",NULL,"0","109","88.7"
"202001",7,"27600","304.94","344.94","24275.13","944.6","0","0","0","193.637","0","94","93"
"202001",8,"27900","250","280","25147.33","228.849","0","0","0","17.996","0","94","93"
"202001",9,"29700","250","250","26756.65","24.5","0","0","0",NULL,"0","94","93"
"202001",10,"31500","319.99","359.99","27210.39","449.85","0","0","0","46.554","0","94","93"
"202001",11,"33000","324.03","353.9","28070.43","450.5","0","0","0","114.238","0","92","89"
"202001",12,"33400","323.6","363.6","28047.02","653","0","0","0","134.067","0","92","89"
"202001",13,"33600","324.39","364.39","28359.28","709","0","0","0","145.909","0","92","89"
"202001",14,"33700","324.17","364.17","28438.26","719","0","0","0","145.687","0","92","89"
"202001",15,"33700","323.09","373.09","28521.26","897.967","0","0","0","145.842","0","92","89"
"202001",16,"34200","322.7","383","29259.72","1054","0","0","0","176.435","0","97","88"
"202001",17,"35700","327.16","362.16","31228.64","836.667","0","164.333","0","178.793","2","97","88"
"202001",18,"36700","329.71","361.93","32605.67","654","0","18.333","0","217.816","0","97","88"
"202001",19,"36400","326.26","361.26","32412.48","729.833","0","32","0","223.778","0","97","88"
"202001",20,"35700","322.73","371.73","31747.87","1152.7","0","0","0","256.178","0","99.96","74.7"
"202001",21,"35000","320","369","31110.24","1199.5","0","35.4","0","230.777","2.5","99.96","74.7"
"202001",22,"33900","298.78","320","30077.74","879","0","31","0","186.797","0","99.96","74.7"
"202001",23,"32700","180","230","29382.45","731","0","0","0","142.591","0","99.96","74.7"
"202001",0,"30500","298.79","313.7","27840.66","464","0","115.633","0","184.185","0","119.99","160.01"
"202001",1,"28600","300","340","25848.58","457","0","0","0","113.806","0","119.99","160.01"
"202001",2,"27100","200","195","25126.84","0","0","307.499","0","0","0.963","119.99","160.01"
"202001",3,"26500","174.13","174.13","24651.82",NULL,NULL,NULL,NULL,NULL,NULL,"119.99","160.01"
"202001",4,"26300","174.13","172.18","24599.03","0","0","151.833","25","0",NULL,"109.98","212.17"
"202001",5,"26700","179.99","178.06","24822.48","0","0","0","50","0",NULL,"109.98","212.17"
"202001",6,"28200","180","200","26210.49","203.417","0","0","25.833","16.39","0","109.98","212.17"
"202001",7,"31200","298.79","378.79","27806.32","1789.449","0","0","0","261.351","0","90","59.56"
"202001",8,"35900","326.7","401","32566.1","3394.517","0","86.867","0","871.381","0.03","90","59.56"
"202001",9,"39000","334.05","400.85","36553.66","2845","0","25.667","0","629.881","0","90","59.56"
"202001",10,"40200","333.25","401.93","37457.82","2391.15","0","0","0","166.088","0","90","59.56"
"202001",11,"40900","337.37","403.5","38364.35","2356.75","0","27.5","0","123.237","0","90.96","63"
"202001",12,"39900","332.44","403.53","37271.8","2752","0","0","0","233.094","0","90.96","63"
"202001",13,"40200","334.02","403.54","37545.19","2633.666","0","0","0","151.672","0","90.96","63"
"202001",14,"40600","335.87","404","38157.05","2671","0","0","0","217.199","0","90.96","63"
"202001",15,"40500","334.88","404","37956.33","2865","0","0","0","294.073","0","90.96","63"
"202001",16,"40600","335.53","403.53","38122.22","2780","0","0","0","292.837","0","96.96","66.56"
"202001",17,"41100","338.45","403.5","38883.56","2481.333","0","0","0","320.035","0","96.96","66.56"
"202001",18,"40200","335.29","403.5","38041.13","3037","0","47.667","0","339.557","0","96.96","66.56"
"202001",19,"38800","330.43","402.33","36852.22","3049.25","0","105.133","0","449.919","8","96.96","66.56"
"202001",20,"37700","327.23","401.93","35777.68","2319.083","0","188.833","0","387.023","0","96.96","63"
"202001",21,"36700","323.39","401.95","34612.86","2646.585","0","0","0","504.416","0","96.96","63"
"202001",22,"35100","321.84","397","33215.68","2903.716","0","25","0","580.552","0","96.96","63"
"202001",23,"33900","285.88","339.99","32138.56","1789.015","0","0","0","352.072","0","96.96","63"
"202001",0,"32300","289.98","309","30088.64","613.283","0","66","0","270.545","0","117.99","95"
"202001",1,"30400","308.71","349","28053.86","871.7","0","0","0","341.658","0","117.99","95"
"202001",2,"29200","280","323","26716.57","1223.367","0","0","0","484.279","0","117.99","95"
"202001",3,"28500","210","270","26350.04","1452","0","0","0","551.815","0","117.99","95"
"202001",4,"28400","178","248","26258.87","1536","0","0","0","625.701","0","107.98","142.17"
"202001",5,"28800","200.01","275.01","26539.25","1430","0","0","0","543.873","0","107.98","142.17"
"202001",6,"29900","250","300","27414.86","1117.316","0","0","0","350.206","0","107.98","142.17"
"202001",7,"32900","320.4","360","29735.51","1699.05","0","0","0","546.114","0","54.54","58.85"
"202001",8,"37300","326.95","366.95","34195.19","3148.948","0","381.5","0","832.974","0","54.54","58.85"
"202001",9,"40100","330","389","37344.62","2604","0","41.667","0","615.146","0","54.54","58.85"
"202001",10,"40400","333.62","374","38278.87","2286.834","0","272.083","0","598.303","0","54.54","58.85"
"202001",11,"40800","338.16","384","37312.15","2039","0","5.5","0","319.66","0","88","61.56"
"202001",12,"39600","332.79","372.79","38043.56","1953.35","0","0","0","499.539","0","88","61.56"
"202001",13,"38400","334.19","374.19","38142.9","1646","0","0","0","254.549","0","88","61.56"
"202001",14,"39500","335.34","370.34","38724.22","1389","0","0","0","256.789","0","88","61.56"
"202001",15,"39600","334.42","375","38413.74","1594.917","0","0","0","322.23","0","88","61.56"
"202001",16,"40300","333.24","392.24","38395.98","1860","0","0","0","363.541","0","85","64.88"
"202001",17,"41400","335.06","385.06","39624.05","1557.566","0","22.5","0","390.996","0","85","64.88"
"202001",18,"41000","331.87","372","38777.37","1411.433","0","39.833","0","389.656","0.42","85","64.88"
"202001",19,"39700","328.41","368.41","37580.08","1244.301","0","89.584","0","407.85","0","85","64.88"
"202001",20,"38700","329.41","339.41","36213.14","1529.184","0","186.166","0","273.363","0","92","62.66"
"202001",21,"37600","326.13","340","35211.11","1402.866","0","149.7","0","190.339","0","92","62.66"
"202001",22,"36500","321.79","346.79","34504.18","1127.7","0","97.75","0","277.9","0","92","62.66"
"202001",23,"35100","292.02","292.02","33288.21","718.067","0","301.7","0","368.367","1.61","92","62.66"
"202001",0,"32500","320.27","331.27","30560.25","345","0","22.5","0","185.764","0","119.99","92.88"
"202001",1,"30600","321.06","356","28558.31","654.85","0","32.667","0","255.253","0","119.99","92.88"
"202001",2,"29400","277.87","290.8","27378.08","275.134","0","29.75","0","155.33","0","119.99","92.88"
"202001",3,"28900","277.86","222.18","26872.42","0","0","70.417","0","0","20","119.99","92.88"
"202001",4,"28600","248.4","220","26780.08","0","0","166.833","0","0","12.59","105.99","154.8"
"202001",5,"29100","268.48","220","26841.83","0","0","309","0","0","34","105.99","154.8"
"202001",6,"30900","266.93","220","27851.64","125","0","299","0","63","24","105.99","154.8"
"202001",7,"33200","323.42","323.42","30129.78","492.799","0","218.715","0","91.757","44.01","97.96","61"
"202001",8,"38800","332.39","332.39","34847.98","643.266","0","437.833","0","1.2","0","97.96","61"
"202001",9,"41500","340.06","350","37826.79","440.801","0","0","0","12.6","0","97.96","61"
"202001",10,"42200","341.67","350","38983.49","512","0","118.783","0","95.238","0","97.96","61"
"202001",11,"43100","343.93","299","39676.42","135.2","0","165.983","0","6.133","0","85","67.67"
"202001",12,"42400","337.5","337.5","38383.66",NULL,NULL,NULL,NULL,NULL,NULL,"85","67.67"
"202001",13,"42800","340","262","38842","0","0","179.7","0","0",NULL,"85","67.67"
"202001",14,"43400","341.78","341.78","38915.25",NULL,NULL,NULL,NULL,NULL,NULL,"85","67.67"
"202001",15,"43100","340.72","260.7","39009.9","0","0","256.599","0","0","86.1","85","67.67"
